Order ID,Order Date,Month,Quarter,Year,Customer Name,Customer Email,City,State,Product ID,Product Name,Category,Sub-Category,Brand,Unit Price (?),Quantity,Discount (%),Discount Amount (?),Sale Price per Unit (?),Gross Revenue (?),Net Revenue (?),Shipping Cost (?),Total Order Value (?),Profit Margin (%),Profit (?),Payment Method,Sales Channel,Device Type,Order Status,Customer Rating,Repeat Customer
ORD-10546,2024-03-01,March,Q1,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P007,Mi Smart Band 8,Electronics,Wearables,Xiaomi,2999,5,30,4498.5,2099.3,14995,10496.5,0,10496.5,24.7,2592.64,Credit Card,App,Mobile,Pending,,No
ORD-10065,2024-03-01,March,Q1,2024,Rahul Verma,rahul.verma@outlook.com,Delhi,Delhi,P008,JBL Flip 6,Electronics,Audio,JBL,8999,1,10,899.9,8099.1,8999,8099.1,0,8099.1,24.1,1951.88,Credit Card,Social Media,Tablet,Returned,,Yes
ORD-10827,2024-03-01,March,Q1,2024,Ritu Agarwal,ritu.agarwal@yahoo.com,Indore,Madhya Pradesh,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,1,10,199.9,1799.1,1999,1799.1,0,1799.1,29.6,532.53,Net Banking,Paid Ads,Desktop,Cancelled,,No
ORD-10804,2024-03-01,March,Q1,2024,Arjun Nair,arjun.nair@gmail.com,Kochi,Kerala,P022,Himalaya Face Wash 150ml,Beauty & Health,Skincare,Himalaya,180,1,10,18,162,180,162,40,202,12.9,20.9,UPI,Social Media,Mobile,Delivered,3,Yes
ORD-10260,2024-03-01,March,Q1,2024,Sanjay Rao,sanjay.rao@yahoo.com,Hyderabad,Telangana,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,2,0,0,449,898,898,0,898,29.8,267.6,Debit Card,Organic Search,Desktop,Delivered,2.7,No
ORD-10854,2024-03-01,March,Q1,2024,Kavita Reddy,kavita.reddy@gmail.com,Visakhapatnam,Andhra Pradesh,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,25,1873.75,5621.25,7495,5621.25,0,5621.25,10.3,578.99,Credit Card,Organic Search,Mobile,Delivered,3,No
ORD-10486,2024-03-01,March,Q1,2024,Suresh Menon,suresh.menon@gmail.com,Coimbatore,Tamil Nadu,P026,Atomic Habits — James Clear,Books & Stationery,Books,Penguin,399,2,0,0,399,798,798,0,798,24.6,196.31,UPI,Organic Search,Desktop,Delivered,3,No
ORD-11102,2024-03-02,March,Q1,2024,Kavita Reddy,kavita.reddy@gmail.com,Visakhapatnam,Andhra Pradesh,P025,Oziva Protein Powder 500g,Beauty & Health,Nutrition,Oziva,1299,2,5,129.9,1234.05,2598,2468.1,0,2468.1,20.4,503.49,Net Banking,Email Campaign,Desktop,Pending,,No
ORD-10954,2024-03-02,March,Q1,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P015,Fastrack Analog Watch,Fashion,Accessories,Fastrack,1795,1,0,0,1795,1795,1795,0,1795,16.2,290.79,Debit Card,Email Campaign,Mobile,Returned,,No
ORD-11435,2024-03-02,March,Q1,2024,Rohit Kapoor,rohit.kapoor@gmail.com,Amritsar,Punjab,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,4,25,899,674.25,3596,2697,0,2697,32.8,884.62,Credit Card,Direct,Desktop,Pending,,Yes
ORD-10911,2024-03-03,March,Q1,2024,Nikhil Desai,nikhil.desai@outlook.com,Nagpur,Maharashtra,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,15,1124.25,6370.75,7495,6370.75,0,6370.75,27.4,1745.59,UPI,Direct,Mobile,Delivered,2.7,Yes
ORD-10098,2024-03-03,March,Q1,2024,Sanjay Rao,sanjay.rao@yahoo.com,Hyderabad,Telangana,P007,Mi Smart Band 8,Electronics,Wearables,Xiaomi,2999,4,20,2399.2,2399.2,11996,9596.8,0,9596.8,10.5,1007.66,Wallet,Direct,Mobile,Delivered,3.3,No
ORD-10107,2024-03-03,March,Q1,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P022,Himalaya Face Wash 150ml,Beauty & Health,Skincare,Himalaya,180,1,20,36,144,180,144,40,184,33.4,48.1,UPI,Email Campaign,Mobile,Delivered,3.3,Yes
ORD-11367,2024-03-03,March,Q1,2024,Aditya Kumar,aditya.kumar@yahoo.com,Patna,Bihar,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,20,1499,5996,7495,5996,0,5996,22.4,1343.1,Debit Card,Paid Ads,Desktop,Delivered,3.4,Yes
ORD-10043,2024-03-03,March,Q1,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P030,Cosco Volleyball,Toys & Sports,Sports,Cosco,599,1,20,119.8,479.2,599,479.2,40,519.2,26,124.59,Wallet,Direct,Desktop,Pending,,No
ORD-10747,2024-03-03,March,Q1,2024,Nikhil Desai,nikhil.desai@outlook.com,Nagpur,Maharashtra,P018,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,2499,5,0,0,2499,12495,12495,0,12495,10.8,1349.46,Credit Card,Paid Ads,Mobile,Cancelled,,No
ORD-11132,2024-03-03,March,Q1,2024,Swati Bhatt,swati.bhatt@gmail.com,Rajkot,Gujarat,P017,Philips Air Fryer HD9200,Home & Kitchen,Appliances,Philips,6999,1,0,0,6999,6999,6999,0,6999,33.4,2337.67,Wallet,Paid Ads,Mobile,Cancelled,,Yes
ORD-11418,2024-03-03,March,Q1,2024,Rohan Joshi,rohan.joshi@gmail.com,Surat,Gujarat,P019,Milton Thermosteel Flask 1L,Home & Kitchen,Kitchen,Milton,599,1,0,0,599,599,599,0,599,15.3,91.65,Debit Card,Paid Ads,Mobile,Delivered,4.6,No
ORD-10430,2024-03-03,March,Q1,2024,Nidhi Saxena,nidhi.saxena@hotmail.com,Agra,Uttar Pradesh,P017,Philips Air Fryer HD9200,Home & Kitchen,Appliances,Philips,6999,1,15,1049.85,5949.15,6999,5949.15,0,5949.15,13.4,797.19,UPI,Email Campaign,Mobile,Pending,,No
ORD-10004,2024-03-04,March,Q1,2024,Aditya Kumar,aditya.kumar@yahoo.com,Patna,Bihar,P018,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,2499,5,5,624.75,2374.05,12495,11870.25,0,11870.25,22.9,2718.29,Cash on Delivery,Direct,Desktop,Cancelled,,No
ORD-10142,2024-03-04,March,Q1,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,2,10,399.8,1799.1,3998,3598.2,0,3598.2,18.8,676.46,UPI,Referral,Mobile,Delivered,4.2,No
ORD-10246,2024-03-04,March,Q1,2024,Aditya Kumar,aditya.kumar@yahoo.com,Patna,Bihar,P001,Samsung Galaxy M34,Electronics,Mobiles,Samsung,18999,4,0,0,18999,75996,75996,0,75996,20.3,15427.19,Wallet,Paid Ads,Tablet,Pending,,No
ORD-11307,2024-03-04,March,Q1,2024,Rahul Verma,rahul.verma@outlook.com,Delhi,Delhi,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,4,20,1599.2,1599.2,7996,6396.8,0,6396.8,34.6,2213.29,Cash on Delivery,Organic Search,Tablet,Delivered,3.6,No
ORD-10426,2024-03-05,March,Q1,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,2,15,599.7,1699.15,3998,3398.3,0,3398.3,14.3,485.96,UPI,Paid Ads,Mobile,Delivered,4.5,No
ORD-10906,2024-03-05,March,Q1,2024,Swati Bhatt,swati.bhatt@gmail.com,Rajkot,Gujarat,P023,Mamaearth Vitamin C Serum,Beauty & Health,Skincare,Mamaearth,599,1,10,59.9,539.1,599,539.1,0,539.1,33.7,181.68,UPI,Direct,Desktop,Delivered,3.7,No
ORD-11148,2024-03-05,March,Q1,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P010,Allen Solly Women's Blazer,Fashion,Women's Clothing,Allen Solly,2499,3,5,374.85,2374.05,7497,7122.15,0,7122.15,19.8,1410.19,Cash on Delivery,Organic Search,Mobile,Pending,,No
ORD-10897,2024-03-06,March,Q1,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P014,Peter England Formal Shirt,Fashion,Men's Clothing,Peter England,899,4,5,179.8,854.05,3596,3416.2,0,3416.2,27.7,946.29,UPI,Paid Ads,Mobile,Delivered,4.3,Yes
ORD-11440,2024-03-06,March,Q1,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P024,Wow Skin Science Shampoo,Beauty & Health,Haircare,WOW,449,1,20,89.8,359.2,449,359.2,40,399.2,33.3,119.61,UPI,Email Campaign,Desktop,Pending,,No
ORD-11434,2024-03-06,March,Q1,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P018,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,2499,3,10,749.7,2249.1,7497,6747.3,0,6747.3,8.4,566.77,Debit Card,Paid Ads,Mobile,Returned,,No
ORD-10509,2024-03-06,March,Q1,2024,Rohan Joshi,rohan.joshi@gmail.com,Surat,Gujarat,P028,Classmate Premium A4 Notebook,Books & Stationery,Stationery,Classmate,149,3,0,0,149,447,447,40,487,32.3,144.38,Credit Card,Organic Search,Tablet,Pending,,Yes
ORD-11424,2024-03-07,March,Q1,2024,Nikhil Desai,nikhil.desai@outlook.com,Nagpur,Maharashtra,P023,Mamaearth Vitamin C Serum,Beauty & Health,Skincare,Mamaearth,599,1,15,89.85,509.15,599,509.15,0,509.15,22.3,113.54,Net Banking,Paid Ads,Mobile,Delivered,4.7,No
ORD-10029,2024-03-07,March,Q1,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P025,Oziva Protein Powder 500g,Beauty & Health,Nutrition,Oziva,1299,2,5,129.9,1234.05,2598,2468.1,0,2468.1,28,691.07,UPI,Paid Ads,Mobile,Delivered,4.7,No
ORD-10100,2024-03-07,March,Q1,2024,Pallavi Sinha,pallavi.sinha@gmail.com,Ranchi,Jharkhand,P005,Lenovo IdeaPad Slim 3,Electronics,Laptops,Lenovo,42999,1,20,8599.8,34399.2,42999,34399.2,0,34399.2,11,3783.91,UPI,Organic Search,Desktop,Pending,,No
ORD-11216,2024-03-07,March,Q1,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P028,Classmate Premium A4 Notebook,Books & Stationery,Stationery,Classmate,149,2,10,29.8,134.1,298,268.2,40,308.2,24.5,65.71,Debit Card,Direct,Mobile,Cancelled,,Yes
ORD-10494,2024-03-08,March,Q1,2024,Manish Tiwari,manish.tiwari@gmail.com,Bhopal,Madhya Pradesh,P022,Himalaya Face Wash 150ml,Beauty & Health,Skincare,Himalaya,180,1,0,0,180,180,180,40,220,18.5,33.3,UPI,Organic Search,Mobile,Pending,,No
ORD-11498,2024-03-08,March,Q1,2024,Priya Patel,priya.patel@yahoo.com,Ahmedabad,Gujarat,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,2,0,0,899,1798,1798,0,1798,17.7,318.25,Credit Card,Paid Ads,Desktop,Delivered,3.5,No
ORD-10242,2024-03-08,March,Q1,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P023,Mamaearth Vitamin C Serum,Beauty & Health,Skincare,Mamaearth,599,1,15,89.85,509.15,599,509.15,0,509.15,30.4,154.78,Credit Card,Direct,Desktop,Cancelled,,Yes
ORD-11428,2024-03-09,March,Q1,2024,Sanjay Rao,sanjay.rao@yahoo.com,Hyderabad,Telangana,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,20,1499,5996,7495,5996,0,5996,9.7,581.61,Debit Card,Organic Search,Mobile,Returned,,No
ORD-10961,2024-03-09,March,Q1,2024,Aditya Kumar,aditya.kumar@yahoo.com,Patna,Bihar,P013,H&M Floral Dress,Fashion,Women's Clothing,H&M,1299,5,10,649.5,1169.1,6495,5845.5,0,5845.5,13.4,783.3,UPI,Paid Ads,Mobile,Delivered,2.9,No
ORD-11119,2024-03-09,March,Q1,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,3,0,0,2899,8697,8697,0,8697,34.4,2991.77,Cash on Delivery,Social Media,Desktop,Cancelled,,No
ORD-10250,2024-03-09,March,Q1,2024,Rohit Kapoor,rohit.kapoor@gmail.com,Amritsar,Punjab,P025,Oziva Protein Powder 500g,Beauty & Health,Nutrition,Oziva,1299,2,15,389.7,1104.15,2598,2208.3,0,2208.3,9.8,216.41,UPI,Direct,Mobile,Delivered,3,No
ORD-10603,2024-03-09,March,Q1,2024,Shreya Bose,shreya.bose@gmail.com,Bhubaneswar,Odisha,P014,Peter England Formal Shirt,Fashion,Men's Clothing,Peter England,899,1,5,44.95,854.05,899,854.05,0,854.05,28.6,244.26,Credit Card,Paid Ads,Mobile,Delivered,3.7,No
ORD-11294,2024-03-09,March,Q1,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P010,Allen Solly Women's Blazer,Fashion,Women's Clothing,Allen Solly,2499,2,5,249.9,2374.05,4998,4748.1,0,4748.1,18,854.66,Credit Card,Organic Search,Mobile,Delivered,3.8,Yes
ORD-10686,2024-03-11,March,Q1,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P025,Oziva Protein Powder 500g,Beauty & Health,Nutrition,Oziva,1299,1,10,129.9,1169.1,1299,1169.1,0,1169.1,20.1,234.99,UPI,Email Campaign,Desktop,Delivered,4.2,No
ORD-10464,2024-03-11,March,Q1,2024,Arjun Nair,arjun.nair@gmail.com,Kochi,Kerala,P021,Pigeon Non-Stick Cookware Set,Home & Kitchen,Kitchen,Pigeon,1299,1,15,194.85,1104.15,1299,1104.15,0,1104.15,13.5,149.06,Cash on Delivery,Direct,Tablet,Delivered,3.6,No
ORD-11258,2024-03-11,March,Q1,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P028,Classmate Premium A4 Notebook,Books & Stationery,Stationery,Classmate,149,1,5,7.45,141.55,149,141.55,40,181.55,28.4,40.2,Net Banking,Organic Search,Mobile,Returned,,No
ORD-10996,2024-03-11,March,Q1,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P022,Himalaya Face Wash 150ml,Beauty & Health,Skincare,Himalaya,180,2,20,72,144,360,288,40,328,17.2,49.54,Credit Card,Paid Ads,Mobile,Delivered,3.7,No
ORD-10259,2024-03-11,March,Q1,2024,Amit Sharma,amit.sharma@gmail.com,Mumbai,Maharashtra,P023,Mamaearth Vitamin C Serum,Beauty & Health,Skincare,Mamaearth,599,2,0,0,599,1198,1198,0,1198,33.7,403.73,Debit Card,Social Media,Mobile,Delivered,2.8,No
ORD-11453,2024-03-11,March,Q1,2024,Gaurav Mishra,gaurav.mishra@yahoo.com,Guwahati,Assam,P017,Philips Air Fryer HD9200,Home & Kitchen,Appliances,Philips,6999,2,10,1399.8,6299.1,13998,12598.2,0,12598.2,8.5,1070.85,UPI,Organic Search,Mobile,Cancelled,,No
ORD-11463,2024-03-11,March,Q1,2024,Vikram Singh,vikram.singh@gmail.com,Jaipur,Rajasthan,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,1,10,89.9,809.1,899,809.1,0,809.1,10.5,84.96,Net Banking,Social Media,Tablet,Pending,,No
ORD-10587,2024-03-12,March,Q1,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P012,Puma Men's Running Shoes,Fashion,Footwear,Puma,3499,2,25,1749.5,2624.25,6998,5248.5,0,5248.5,24.1,1264.89,Debit Card,Paid Ads,Mobile,Cancelled,,No
ORD-11061,2024-03-12,March,Q1,2024,Arjun Nair,arjun.nair@gmail.com,Kochi,Kerala,P019,Milton Thermosteel Flask 1L,Home & Kitchen,Kitchen,Milton,599,1,5,29.95,569.05,599,569.05,0,569.05,33.9,192.91,Net Banking,Paid Ads,Desktop,Pending,,No
ORD-10240,2024-03-12,March,Q1,2024,Neha Gupta,neha.gupta@hotmail.com,Lucknow,Uttar Pradesh,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,2,20,359.6,719.2,1798,1438.4,0,1438.4,29.7,427.2,Debit Card,Direct,Mobile,Delivered,4.9,Yes
ORD-11309,2024-03-12,March,Q1,2024,Karan Malhotra,karan.malhotra@gmail.com,Chandigarh,Punjab,P004,HP Pavilion Laptop 15,Electronics,Laptops,HP,52999,1,5,2649.95,50349.05,52999,50349.05,0,50349.05,29.6,14903.32,UPI,Email Campaign,Mobile,Delivered,3.2,No
ORD-10877,2024-03-12,March,Q1,2024,Suresh Menon,suresh.menon@gmail.com,Coimbatore,Tamil Nadu,P030,Cosco Volleyball,Toys & Sports,Sports,Cosco,599,4,30,718.8,419.3,2396,1677.2,0,1677.2,21.2,355.57,Credit Card,Organic Search,Desktop,Delivered,4.2,No
ORD-11430,2024-03-13,March,Q1,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P026,Atomic Habits — James Clear,Books & Stationery,Books,Penguin,399,2,0,0,399,798,798,0,798,27.2,217.06,Cash on Delivery,Paid Ads,Mobile,Delivered,2.6,No
ORD-10539,2024-03-13,March,Q1,2024,Rahul Verma,rahul.verma@outlook.com,Delhi,Delhi,P002,Redmi Note 13,Electronics,Mobiles,Xiaomi,15999,1,0,0,15999,15999,15999,0,15999,32.5,5199.68,Debit Card,Organic Search,Mobile,Returned,,No
ORD-10515,2024-03-13,March,Q1,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,2,10,259.8,1169.1,2598,2338.2,0,2338.2,31.2,729.52,Credit Card,Organic Search,Mobile,Cancelled,,No
ORD-11454,2024-03-13,March,Q1,2024,Ritu Agarwal,ritu.agarwal@yahoo.com,Indore,Madhya Pradesh,P004,HP Pavilion Laptop 15,Electronics,Laptops,HP,52999,3,10,15899.7,47699.1,158997,143097.3,0,143097.3,19.7,28190.17,Net Banking,Social Media,Mobile,Delivered,4.4,No
ORD-10577,2024-03-14,March,Q1,2024,Kavita Reddy,kavita.reddy@gmail.com,Visakhapatnam,Andhra Pradesh,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,1,10,129.9,1169.1,1299,1169.1,0,1169.1,31.4,367.1,Wallet,Organic Search,Desktop,Pending,,Yes
ORD-11233,2024-03-14,March,Q1,2024,Arjun Nair,arjun.nair@gmail.com,Kochi,Kerala,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,3,10,599.7,1799.1,5997,5397.3,0,5397.3,13.1,707.05,UPI,Social Media,Desktop,Delivered,4.4,Yes
ORD-10194,2024-03-14,March,Q1,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P010,Allen Solly Women's Blazer,Fashion,Women's Clothing,Allen Solly,2499,5,10,1249.5,2249.1,12495,11245.5,0,11245.5,19.2,2159.14,Debit Card,Direct,Desktop,Delivered,2.9,No
ORD-10875,2024-03-14,March,Q1,2024,Tanvi Shah,tanvi.shah@gmail.com,Vadodara,Gujarat,P001,Samsung Galaxy M34,Electronics,Mobiles,Samsung,18999,2,5,1899.9,18049.05,37998,36098.1,0,36098.1,31.4,11334.8,Credit Card,Email Campaign,Mobile,Cancelled,,Yes
ORD-10684,2024-03-14,March,Q1,2024,Amit Sharma,amit.sharma@gmail.com,Mumbai,Maharashtra,P026,Atomic Habits — James Clear,Books & Stationery,Books,Penguin,399,1,10,39.9,359.1,399,359.1,40,399.1,9.3,33.4,UPI,Email Campaign,Desktop,Pending,,No
ORD-10621,2024-03-15,March,Q1,2024,Gaurav Mishra,gaurav.mishra@yahoo.com,Guwahati,Assam,P026,Atomic Habits — James Clear,Books & Stationery,Books,Penguin,399,1,15,59.85,339.15,399,339.15,40,379.15,30.2,102.42,Debit Card,Referral,Desktop,Delivered,4.2,No
ORD-10551,2024-03-15,March,Q1,2024,Gaurav Mishra,gaurav.mishra@yahoo.com,Guwahati,Assam,P014,Peter England Formal Shirt,Fashion,Men's Clothing,Peter England,899,1,15,134.85,764.15,899,764.15,0,764.15,12.8,97.81,UPI,Paid Ads,Mobile,Delivered,3.2,Yes
ORD-10952,2024-03-15,March,Q1,2024,Sneha Iyer,sneha.iyer@gmail.com,Bangalore,Karnataka,P014,Peter England Formal Shirt,Fashion,Men's Clothing,Peter England,899,2,0,0,899,1798,1798,0,1798,30.1,541.2,Debit Card,Organic Search,Mobile,Returned,,No
ORD-10717,2024-03-15,March,Q1,2024,Gaurav Mishra,gaurav.mishra@yahoo.com,Guwahati,Assam,P018,IKEA LACK Side Table,Home & Kitchen,Furniture,IKEA,2499,1,5,124.95,2374.05,2499,2374.05,0,2374.05,17.3,410.71,Debit Card,Organic Search,Desktop,Delivered,2.6,No
ORD-10886,2024-03-15,March,Q1,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,1,30,269.7,629.3,899,629.3,0,629.3,33.4,210.19,UPI,Social Media,Mobile,Cancelled,,No
ORD-11300,2024-03-15,March,Q1,2024,Gaurav Mishra,gaurav.mishra@yahoo.com,Guwahati,Assam,P025,Oziva Protein Powder 500g,Beauty & Health,Nutrition,Oziva,1299,2,0,0,1299,2598,2598,0,2598,15.5,402.69,Wallet,Direct,Mobile,Delivered,4.6,No
ORD-11449,2024-03-16,March,Q1,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P008,JBL Flip 6,Electronics,Audio,JBL,8999,1,0,0,8999,8999,8999,0,8999,8.6,773.91,Debit Card,Paid Ads,Tablet,Delivered,3,Yes
ORD-11099,2024-03-16,March,Q1,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P005,Lenovo IdeaPad Slim 3,Electronics,Laptops,Lenovo,42999,2,20,17199.6,34399.2,85998,68798.4,0,68798.4,14.9,10250.96,Debit Card,Email Campaign,Mobile,Delivered,2.5,No
ORD-10456,2024-03-16,March,Q1,2024,Pooja Mehta,pooja.mehta@gmail.com,Pune,Maharashtra,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,3,20,539.4,719.2,2697,2157.6,0,2157.6,8.4,181.24,Credit Card,Organic Search,Mobile,Returned,,Yes
ORD-10599,2024-03-16,March,Q1,2024,Manish Tiwari,manish.tiwari@gmail.com,Bhopal,Madhya Pradesh,P009,Levi's Men's Slim Fit Jeans,Fashion,Men's Clothing,Levi's,1999,2,0,0,1999,3998,3998,0,3998,14.8,591.7,UPI,Direct,Mobile,Delivered,2.6,Yes
ORD-10572,2024-03-16,March,Q1,2024,Deepak Chauhan,deepak.chauhan@gmail.com,Dehradun,Uttarakhand,P022,Himalaya Face Wash 150ml,Beauty & Health,Skincare,Himalaya,180,2,15,54,153,360,306,40,346,32.9,100.67,Credit Card,Organic Search,Mobile,Delivered,4.2,Yes
ORD-11475,2024-03-16,March,Q1,2024,Nikhil Desai,nikhil.desai@outlook.com,Nagpur,Maharashtra,P026,Atomic Habits — James Clear,Books & Stationery,Books,Penguin,399,3,0,0,399,1197,1197,0,1197,28.6,342.34,Debit Card,Organic Search,Mobile,Delivered,3.1,Yes
ORD-10125,2024-03-17,March,Q1,2024,Sonali Dutta,sonali.dutta@gmail.com,Siliguri,West Bengal,P020,Bajaj Majesty 1000TSS Iron,Home & Kitchen,Appliances,Bajaj,899,1,10,89.9,809.1,899,809.1,0,809.1,11.8,95.47,Debit Card,Referral,Mobile,Delivered,4,No
ORD-11151,2024-03-18,March,Q1,2024,Rohit Kapoor,rohit.kapoor@gmail.com,Amritsar,Punjab,P030,Cosco Volleyball,Toys & Sports,Sports,Cosco,599,1,25,149.75,449.25,599,449.25,40,489.25,19.4,87.15,Wallet,Organic Search,Mobile,Delivered,3.5,No
ORD-10227,2024-03-18,March,Q1,2024,Ankur Pandey,ankur.pandey@gmail.com,Varanasi,Uttar Pradesh,P017,Philips Air Fryer HD9200,Home & Kitchen,Appliances,Philips,6999,1,0,0,6999,6999,6999,0,6999,10.8,755.89,UPI,Referral,Tablet,Delivered,2.9,Yes
ORD-10672,2024-03-18,March,Q1,2024,Sonali Dutta,sonali.dutta@gmail.com,Siliguri,West Bengal,P021,Pigeon Non-Stick Cookware Set,Home & Kitchen,Kitchen,Pigeon,1299,3,0,0,1299,3897,3897,0,3897,25.1,978.15,Credit Card,Direct,Mobile,Returned,,No
ORD-10120,2024-03-18,March,Q1,2024,Suresh Menon,suresh.menon@gmail.com,Coimbatore,Tamil Nadu,P011,Nike Air Max 270,Fashion,Footwear,Nike,7495,1,10,749.5,6745.5,7495,6745.5,0,6745.5,25,1686.38,UPI,Direct,Mobile,Cancelled,,No
ORD-11219,2024-03-18,March,Q1,2024,Nidhi Saxena,nidhi.saxena@hotmail.com,Agra,Uttar Pradesh,P006,Canon EOS 1500D,Electronics,Cameras,Canon,34999,1,0,0,34999,34999,34999,0,34999,32.6,11409.67,Debit Card,Direct,Desktop,Delivered,3.2,No
ORD-10520,2024-03-18,March,Q1,2024,Sonali Dutta,sonali.dutta@gmail.com,Siliguri,West Bengal,P019,Milton Thermosteel Flask 1L,Home & Kitchen,Kitchen,Milton,599,2,5,59.9,569.05,1198,1138.1,0,1138.1,12.7,144.54,UPI,Organic Search,Mobile,Cancelled,,Yes
ORD-10266,2024-03-18,March,Q1,2024,Tanvi Shah,tanvi.shah@gmail.com,Vadodara,Gujarat,P008,JBL Flip 6,Electronics,Audio,JBL,8999,1,10,899.9,8099.1,8999,8099.1,0,8099.1,14.3,1158.17,Cash on Delivery,Social Media,Tablet,Delivered,2.5,No
ORD-10760,2024-03-18,March,Q1,2024,Divya Krishnan,divya.krishnan@gmail.com,Chennai,Tamil Nadu,P007,Mi Smart Band 8,Electronics,Wearables,Xiaomi,2999,1,15,449.85,2549.15,2999,2549.15,0,2549.15,14.4,367.08,Credit Card,App,Desktop,Cancelled,,Yes
ORD-10202,2024-03-19,March,Q1,2024,Meera Pillai,meera.pillai@gmail.com,Thiruvananthapuram,Kerala,P010,Allen Solly Women's Blazer,Fashion,Women's Clothing,Allen Solly,2499,1,0,0,2499,2499,2499,0,2499,23.4,584.77,Cash on Delivery,Direct,Mobile,Delivered,4.4,No
ORD-11484,2024-03-19,March,Q1,2024,Manish Tiwari,manish.tiwari@gmail.com,Bhopal,Madhya Pradesh,P016,Prestige Iris 750W Mixer,Home & Kitchen,Appliances,Prestige,2899,3,0,0,2899,8697,8697,0,8697,21.9,1904.64,UPI,App,Desktop,Delivered,3.3,No
ORD-10569,2024-03-19,March,Q1,2024,Ritu Agarwal,ritu.agarwal@yahoo.com,Indore,Madhya Pradesh,P026,Atomic Habits — James Clear,Books & Stationery,Books,Penguin,399,1,0,0,399,399,399,40,439,34.8,138.85,UPI,Paid Ads,Mobile,Returned,,No
ORD-11229,2024-03-19,March,Q1,2024,Ananya Das,ananya.das@outlook.com,Kolkata,West Bengal,P003,boAt Rockerz 450,Electronics,Audio,boAt,1299,1,0,0,1299,1299,1299,0,1299,10.4,135.1,Debit Card,Social Media,Mobile,Delivered,4.8,Yes
